1,button-0,button-0,1965
2,button-5,button-5,1182
3,button-2,button-2,1780
4,button-2,button-2,1093
5,button-3,button-3,1036
6,button-1,button-1,1234
7,button-1,button-1,975
8,button-2,button-2,975
9,button-2,button-2,909
10,button-0,button-0,1256
11,button-0,button-0,1115
12,button-1,button-1,1151
13,button-3,button-3,1457
14,button-5,button-5,1359
15,button-1,button-1,1344
16,button-4,button-4,1471
17,button-3,button-3,886
18,button-3,button-3,842
19,button-1,button-1,1353
20,button-3,button-3,1070
21,button-5,button-5,1130
22,button-2,button-2,1248
23,button-3,button-3,924
24,button-1,button-1,1249
25,button-4,button-4,1905
26,button-2,button-2,1190
27,button-4,button-4,1190
28,button-0,button-0,1085
29,button-5,button-5,1071
30,button-4,button-4,1173
31,button-2,button-2,1094
32,button-3,button-3,1898
33,button-4,button-4,1595
34,button-2,button-2,1130
35,button-2,button-2,1190
36,button-2,button-2,835
37,button-4,button-4,1189
38,button-3,button-3,3680
39,button-4,button-4,1063
40,button-3,button-3,908
41,button-0,button-0,2054
42,button-3,button-3,1389
43,button-0,button-0,1153
44,button-0,button-0,917
45,button-1,button-1,968
46,button-1,button-1,901
47,button-4,button-4,1020
48,button-5,button-5,1160
49,button-4,button-4,1322
50,button-1,button-1,974
51,button-5,button-5,1101
52,button-1,button-1,1084
53,button-0,button-0,1204
54,button-0,button-0,1581
55,button-0,button-0,916
56,button-5,button-5,1071
57,button-4,button-4,953
58,button-5,button-5,997
59,button-5,button-5,960
60,button-5,button-5,1180
