1,button-1,button-1,1850
2,button-2,button-2,1642
3,button-5,button-5,2529
4,button-2,button-1,1985
5,button-4,button-5,1779
6,button-4,button-5,3099
7,button-4,button-5,1610
8,button-5,button-0,1740
9,button-4,button-5,1598
10,button-0,button-3,3470
11,button-2,button-2,2190
12,button-4,button-5,1199
13,button-0,button-3,2220
14,button-4,button-5,1932
15,button-0,button-4,2640
16,button-5,button-0,2209
17,button-3,button-3,2062
18,button-1,button-2,2381
19,button-2,button-2,1909
20,button-3,button-2,2049
21,button-0,button-4,3009
22,button-2,button-1,2480
23,button-2,button-1,2349
24,button-1,button-2,2499
25,button-1,button-2,2262
26,button-1,button-2,1694
27,button-1,button-2,2529
28,button-2,button-0,3019
29,button-4,button-5,2690
30,button-0,button-4,2400
31,button-0,button-4,2581
32,button-1,button-2,2034
33,button-2,button-0,2320
34,button-2,button-0,2139
35,button-5,button-1,1890
36,button-4,button-4,2865
37,button-4,button-4,2597
38,button-1,button-4,1981
39,button-5,button-1,2024
40,button-1,button-3,3042
41,button-1,button-3,2631
42,button-1,button-3,2766
43,button-3,button-4,2737
44,button-2,button-0,2401
45,button-2,button-0,2941
46,button-0,button-3,2776
47,button-1,button-5,1449
48,button-1,button-5,1593
49,button-0,button-3,2245
50,button-2,button-0,1809
51,button-0,button-4,1832
52,button-2,button-0,2266
53,button-3,button-4,2091
54,button-2,button-0,4764
55,button-5,button-1,2157
56,button-0,button-3,1999
57,button-0,button-3,2142
58,button-5,button-1,2415
59,button-5,button-1,1865
60,button-5,button-1,2548
